rank,uid,username,type,accompany,medal_name,medal_level
1,5729200,畏光゛,舰长,1330,供血包,51
2,3493294526958393,萝宝宝の月月,舰长,853,供血包,46
3,11965818,好哥们改,舰长,733,供血包,43
4,249594967,久爱锦狸Kaorou,舰长,1303,供血包,40
5,34157994,爱学习的萌新白面包,舰长,889,供血包,39
6,367346953,洛天启I黑星,舰长,1372,供血包,39
7,65141013,落鹿星,舰长,795,供血包,39
8,519274401,CL_LuckyE,舰长,751,供血包,38
9,79963241,cube_miku,舰长,236,供血包,38
10,677668473,萝哥の现亦,舰长,793,供血包,37
11,36132907,猫鳄霸,舰长,816,供血包,37
12,424384495,面包の假期,舰长,790,供血包,36
13,452182553,一条咸化鲨鱼,舰长,897,供血包,36
14,11933095,靑鋆子,舰长,703,供血包,36
15,484156,欧卡尼亚,舰长,1347,供血包,35
16,456839656,凌冬寒九,舰长,1004,供血包,35
17,290798377,萝宝の树叶,舰长,538,供血包,35
18,437490940,养马糕手-,舰长,816,供血包,35
19,573508245,鸢桦aky,舰长,539,供血包,35
20,368890986,青柠绝配鱼香肉丝,舰长,47,供血包,35
21,509846987,枫浅沐熙,舰长,855,供血包,35
22,189598054,i珂i,舰长,845,供血包,34
23,60461156,-我-永远喜欢爱莉希雅,舰长,450,供血包,34
24,264489711,北极星夜,舰长,698,供血包,34
25,13313146,御坂スティーブ,舰长,478,供血包,34
26,106797737,yameito,舰长,1085,供血包,33
27,363857729,玉咩咩碳,舰长,568,供血包,33
28,123729248,天麟夜宇,舰长,435,供血包,33
29,3546393505433751,爱情是糖捏,舰长,816,供血包,33
30,9189063,缺德金毛,舰长,42,供血包,33
31,3546383783037041,浮华于世的冒险人,舰长,508,供血包,33
32,591355861,小小空洞骑士,舰长,772,供血包,32
33,4738109,绯樱_-,舰长,711,供血包,31
34,363297560,乙坂奈绪,舰长,508,供血包,31
35,13009944,DarlingE,舰长,50,供血包,31
36,32957306,monky_kon,舰长,283,供血包,31
37,30683849,风凌碧落,舰长,438,供血包,30
38,3546669796821037,何处梦清秋,舰长,529,供血包,30
39,44749665,吾愿ya,舰长,45,供血包,30
40,528746345,k4ksaw,舰长,23,供血包,29
41,501191565,可甜可盐的白墨,舰长,178,供血包,29
42,1326809254,序三数秋,舰长,213,供血包,28
43,2014470994,太阳将要毁伤-,舰长,18,供血包,28
44,290696925,火力大喵出门就倒,舰长,52,供血包,28
45,11398089,一里Bocchi酱,舰长,177,供血包,28
46,52686530,奶茶配动漫,舰长,44,供血包,28
47,15201741,炼金师的炼习作,舰长,57,供血包,27
48,138620787,是z先生呀,舰长,56,供血包,27
49,1610659549,皮皮小八,舰长,10,供血包,27
50,475023191,懒_癌_晚_期,舰长,44,供血包,27
51,258173629,儵兞兡兾冎,舰长,118,供血包,26
52,3546695979764083,幻想鯮,舰长,36,供血包,26
53,33380498,SAT竹唤夏,舰长,54,供血包,26
54,10777253,无忧李子,舰长,119,供血包,26
55,511799726,詹姆斯邦德丶,舰长,57,供血包,26
56,693398201,傲娇控蒸鹅心,舰长,14,供血包,26
57,29388169,維生素C_,舰长,45,供血包,26
58,255217452,我不是离散,舰长,44,供血包,25
59,400018946,舯柏,舰长,44,供血包,25
60,16431430,时雨绮罗_official,舰长,58,供血包,25
61,59223438,青呱哇哇叫,舰长,59,供血包,25
62,1789334557,浅川舍人,舰长,45,供血包,25
63,3546827271965048,凡宫_,舰长,58,供血包,25
64,3546915971008552,芝士的无言,舰长,45,供血包,25
65,40771358,落叶花开Oooi,舰长,8,供血包,24
66,12364173,十六夜H咲夜,舰长,45,供血包,24
67,173903164,小不点久世,舰长,44,供血包,24
68,669401617,狱-长,舰长,28,供血包,24
69,11708400,丨字书文丨,舰长,45,供血包,24
70,475781180,A阿哈Ha,舰长,44,供血包,24
71,329075691,-魂予-,舰长,58,供血包,24
72,307465570,z花与时光同眠,舰长,14,供血包,23
73,1440752106,春风共作狮子鸣-,舰长,44,供血包,23
74,3461576619199229,绪山洛,舰长,2,供血包,23
75,325674682,是逸凡吖,舰长,58,供血包,23
76,8831880,我上的都是debu的舰,舰长,45,供血包,23
77,1644120950,清莱ovo,舰长,79,供血包,23
78,3546645459372400,money_for,舰长,44,供血包,23
79,525496479,起个名字真麻烦吧,舰长,25,供血包,23
80,1811650231,墨砌文香,舰长,28,供血包,21
81,14226646,-澪壹-,舰长,28,供血包,21
82,409778757,云愈深,舰长,3,供血包,21
83,45777961,白鹤淮QvQ,舰长,24,供血包,21
84,266802146,袅袅林中客,舰长,8,供血包,21
85,3546973976136508,机机爱吃高高,舰长,27,供血包,21
86,3546897235053072,真寻寻天下第一_,舰长,19,供血包,21
87,40214146,当一只咸鱼丶,舰长,28,供血包,21
